RK,Team,Total Points,Previous Points,+/-,Match window,More
1,ArgentinaARG https://api.fifa.com/api/v3/picture/flags-sq-2/,1855.2,1855.2,-,,
2,FranceFRA https://api.fifa.com/api/v3/picture/flags-sq-2/,1845.44,1845.44,-,,
3,EnglandENG https://api.fifa.com/api/v3/picture/flags-sq-2/,1800.05,1800.05,-,,
4,BelgiumBEL https://api.fifa.com/api/v3/picture/flags-sq-2/,1798.46,1798.46,-,,
5,BrazilBRA https://api.fifa.com/api/v3/picture/flags-sq-2/,1784.09,1784.09,-,,
6,NetherlandsNED https://api.fifa.com/api/v3/picture/flags-sq-2/,1745.48,1745.48,-,,
7,PortugalPOR https://api.fifa.com/api/v3/picture/flags-sq-2/,1745.06,1745.06,-,,
8,SpainESP https://api.fifa.com/api/v3/picture/flags-sq-2/,1732.64,1732.64,-,,
9,ItalyITA https://api.fifa.com/api/v3/picture/flags-sq-2/,1718.82,1718.82,-,,
10,CroatiaCRO https://api.fifa.com/api/v3/picture/flags-sq-2/,1717.57,1717.57,-,,
11,UruguayURU https://api.fifa.com/api/v3/picture/flags-sq-2/,1665.99,1665.99,-,,
12,USAUSA https://api.fifa.com/api/v3/picture/flags-sq-2/,1665.27,1665.27,-,,
13,MoroccoMAR https://api.fifa.com/api/v3/picture/flags-sq-2/,1661.69,1661.69,-,,
14,ColombiaCOL https://api.fifa.com/api/v3/picture/flags-sq-2/,1655.29,1651.2,4.09,WW,
15,MexicoMEX https://api.fifa.com/api/v3/picture/flags-sq-2/,1652.7,1655.21,-2.51,L,
16,GermanyGER https://api.fifa.com/api/v3/picture/flags-sq-2/,1631.22,1631.22,-,,
17,JapanJPN https://api.fifa.com/api/v3/picture/flags-sq-2/,1620.19,1620.19,-,,
18,SwitzerlandSUI https://api.fifa.com/api/v3/picture/flags-sq-2/,1613.44,1613.44,-,,
19,DenmarkDEN https://api.fifa.com/api/v3/picture/flags-sq-2/,1601.31,1601.31,-,,
20,SenegalSEN https://api.fifa.com/api/v3/picture/flags-sq-2/,1594.31,1594.31,-,,
21,IR IranIRN https://api.fifa.com/api/v3/picture/flags-sq-2/,1565.08,1565.08,-,,
22,UkraineUKR https://api.fifa.com/api/v3/picture/flags-sq-2/,1553.35,1553.35,-,,
23,Korea RepublicKOR https://api.fifa.com/api/v3/picture/flags-sq-2/,1550.65,1550.65,-,,
24,AustriaAUT https://api.fifa.com/api/v3/picture/flags-sq-2/,1546.1,1546.1,-,,
25,AustraliaAUS https://api.fifa.com/api/v3/picture/flags-sq-2/,1539.22,1539.22,-,,
26,SwedenSWE https://api.fifa.com/api/v3/picture/flags-sq-2/,1530.19,1530.19,-,,
27,HungaryHUN https://api.fifa.com/api/v3/picture/flags-sq-2/,1525.13,1525.13,-,,
28,TunisiaTUN https://api.fifa.com/api/v3/picture/flags-sq-2/,1523.23,1523.23,-,,
29,WalesWAL https://api.fifa.com/api/v3/picture/flags-sq-2/,1521.88,1521.88,-,,
30,AlgeriaALG https://api.fifa.com/api/v3/picture/flags-sq-2/,1520.26,1520.26,-,,
31,PolandPOL https://api.fifa.com/api/v3/picture/flags-sq-2/,1520.24,1520.24,-,,
32,EcuadorECU https://api.fifa.com/api/v3/picture/flags-sq-2/,1519.2,1519.2,-,,
33,EgyptEGY https://api.fifa.com/api/v3/picture/flags-sq-2/,1518.91,1518.91,-,,
34,SerbiaSRB https://api.fifa.com/api/v3/picture/flags-sq-2/,1517.43,1517.43,-,,
35,PeruPER https://api.fifa.com/api/v3/picture/flags-sq-2/,1512.68,1512.68,-,,
36,ScotlandSCO https://api.fifa.com/api/v3/picture/flags-sq-2/,1506.89,1506.89,-,,
37,TürkiyeTUR https://api.fifa.com/api/v3/picture/flags-sq-2/,1505.28,1505.28,-,,
38,RussiaRUS https://api.fifa.com/api/v3/picture/flags-sq-2/,1498.84,1498.84,-,,
39,CzechiaCZE https://api.fifa.com/api/v3/picture/flags-sq-2/,1494.04,1494.04,-,,
40,ChileCHI https://api.fifa.com/api/v3/picture/flags-sq-2/,1489.82,1489.82,-,,
41,PanamaPAN https://api.fifa.com/api/v3/picture/flags-sq-2/,1475.62,1475.62,-,,
42,NigeriaNGA https://api.fifa.com/api/v3/picture/flags-sq-2/,1474.44,1474.44,-,,
43,RomaniaROU https://api.fifa.com/api/v3/picture/flags-sq-2/,1472.73,1472.73,-,,
44,NorwayNOR https://api.fifa.com/api/v3/picture/flags-sq-2/,1472.36,1472.36,-,,
45,SlovakiaSVK https://api.fifa.com/api/v3/picture/flags-sq-2/,1465.73,1465.73,-,,
46,CameroonCMR https://api.fifa.com/api/v3/picture/flags-sq-2/,1463.06,1463.06,-,,
47,GreeceGRE https://api.fifa.com/api/v3/picture/flags-sq-2/,1453.95,1453.95,-,,
48,CanadaCAN https://api.fifa.com/api/v3/picture/flags-sq-2/,1453.76,1453.76,-,,
49,Côte d'IvoireCIV https://api.fifa.com/api/v3/picture/flags-sq-2/,1447.65,1447.65,-,,
50,VenezuelaVEN https://api.fifa.com/api/v3/picture/flags-sq-2/,1447.2,1448.77,-1.57,L,
51,MaliMLI https://api.fifa.com/api/v3/picture/flags-sq-2/,1445.6,1445.6,-,,
52,Costa RicaCRC https://api.fifa.com/api/v3/picture/flags-sq-2/,1437.57,1437.57,-,,
53,ParaguayPAR https://api.fifa.com/api/v3/picture/flags-sq-2/,1430.73,1430.73,-,,
54,SloveniaSVN https://api.fifa.com/api/v3/picture/flags-sq-2/,1427.84,1427.84,-,,
55,JamaicaJAM https://api.fifa.com/api/v3/picture/flags-sq-2/,1421.54,1421.54,-,,
56,Saudi ArabiaKSA https://api.fifa.com/api/v3/picture/flags-sq-2/,1421.06,1421.06,-,,
57,Burkina FasoBFA https://api.fifa.com/api/v3/picture/flags-sq-2/,1411.01,1411.01,-,,
58,QatarQAT https://api.fifa.com/api/v3/picture/flags-sq-2/,1407.3,1407.3,-,,
59,FinlandFIN https://api.fifa.com/api/v3/picture/flags-sq-2/,1401.31,1401.31,-,,
60,Republic of IrelandIRL https://api.fifa.com/api/v3/picture/flags-sq-2/,1399.6,1399.6,-,,
61,GhanaGHA https://api.fifa.com/api/v3/picture/flags-sq-2/,1384.19,1384.19,-,,
62,AlbaniaALB https://api.fifa.com/api/v3/picture/flags-sq-2/,1382.69,1382.69,-,,
63,IraqIRQ https://api.fifa.com/api/v3/picture/flags-sq-2/,1365.98,1365.98,-,,
64,United Arab EmiratesUAE https://api.fifa.com/api/v3/picture/flags-sq-2/,1364.46,1364.46,-,,
65,North MacedoniaMKD https://api.fifa.com/api/v3/picture/flags-sq-2/,1362.17,1362.17,-,,
66,South AfricaRSA https://api.fifa.com/api/v3/picture/flags-sq-2/,1357.08,1357.08,-,,
67,Congo DRCOD https://api.fifa.com/api/v3/picture/flags-sq-2/,1356.66,1356.66,-,,
68,UzbekistanUZB https://api.fifa.com/api/v3/picture/flags-sq-2/,1345.26,1345.26,-,,
69,Bosnia and HerzegovinaBIH https://api.fifa.com/api/v3/picture/flags-sq-2/,1343.32,1343.32,-,,
70,MontenegroMNE https://api.fifa.com/api/v3/picture/flags-sq-2/,1342.64,1342.64,-,,
71,IcelandISL https://api.fifa.com/api/v3/picture/flags-sq-2/,1338.39,1338.39,-,,
72,Northern IrelandNIR https://api.fifa.com/api/v3/picture/flags-sq-2/,1333.17,1333.17,-,,
73,Cabo VerdeCPV https://api.fifa.com/api/v3/picture/flags-sq-2/,1329.8,1329.8,-,,
74,OmanOMA https://api.fifa.com/api/v3/picture/flags-sq-2/,1324.89,1324.89,-,,
75,IsraelISR https://api.fifa.com/api/v3/picture/flags-sq-2/,1323.43,1323.43,-,,
76,HondurasHON https://api.fifa.com/api/v3/picture/flags-sq-2/,1313.8,1313.8,-,,
77,GeorgiaGEO https://api.fifa.com/api/v3/picture/flags-sq-2/,1312.45,1312.45,-,,
78,El SalvadorSLV https://api.fifa.com/api/v3/picture/flags-sq-2/,1306.14,1306.14,-,,
79,China PRCHN https://api.fifa.com/api/v3/picture/flags-sq-2/,1299.49,1299.49,-,,
80,GuineaGUI https://api.fifa.com/api/v3/picture/flags-sq-2/,1290.01,1290.01,-,,
81,BulgariaBUL https://api.fifa.com/api/v3/picture/flags-sq-2/,1289.9,1289.9,-,,
82,GabonGAB https://api.fifa.com/api/v3/picture/flags-sq-2/,1289.52,1289.52,-,,
83,LuxembourgLUX https://api.fifa.com/api/v3/picture/flags-sq-2/,1285.41,1285.41,-,,
84,ZambiaZAM https://api.fifa.com/api/v3/picture/flags-sq-2/,1284.56,1284.56,-,,
85,BoliviaBOL https://api.fifa.com/api/v3/picture/flags-sq-2/,1284.55,1284.55,-,,
86,BahrainBHR https://api.fifa.com/api/v3/picture/flags-sq-2/,1277.29,1277.29,-,,
87,JordanJOR https://api.fifa.com/api/v3/picture/flags-sq-2/,1272.63,1272.63,-,,
88,Equatorial GuineaEQG https://api.fifa.com/api/v3/picture/flags-sq-2/,1268.43,1268.43,-,,
89,HaitiHAI https://api.fifa.com/api/v3/picture/flags-sq-2/,1262.5,1262.5,-,,
90,CuraçaoCUW https://api.fifa.com/api/v3/picture/flags-sq-2/,1262.48,1262.48,-,,
91,SyriaSYR https://api.fifa.com/api/v3/picture/flags-sq-2/,1245.27,1245.27,-,,
92,UgandaUGA https://api.fifa.com/api/v3/picture/flags-sq-2/,1245.08,1245.08,-,,
93,ArmeniaARM https://api.fifa.com/api/v3/picture/flags-sq-2/,1237.15,1237.15,-,,
94,VietnamVIE https://api.fifa.com/api/v3/picture/flags-sq-2/,1235.58,1235.58,-,,
95,BelarusBLR https://api.fifa.com/api/v3/picture/flags-sq-2/,1232.8,1232.8,-,,
96,Trinidad and TobagoTRI https://api.fifa.com/api/v3/picture/flags-sq-2/,1228.05,1228.05,-,,
97,BeninBEN https://api.fifa.com/api/v3/picture/flags-sq-2/,1225.1,1225.1,-,,
98,Kyrgyz RepublicKGZ https://api.fifa.com/api/v3/picture/flags-sq-2/,1224.14,1224.14,-,,
99,PalestinePLE https://api.fifa.com/api/v3/picture/flags-sq-2/,1217.6,1217.6,-,,
100,KazakhstanKAZ https://api.fifa.com/api/v3/picture/flags-sq-2/,1215.16,1215.16,-,,
101,KosovoKOS https://api.fifa.com/api/v3/picture/flags-sq-2/,1202.77,1202.77,-,,
102,IndiaIND https://api.fifa.com/api/v3/picture/flags-sq-2/,1200.8,1200.8,-,,
103,Guinea-BissauGNB https://api.fifa.com/api/v3/picture/flags-sq-2/,1197.83,1197.83,-,,
104,Aotearoa New ZealandNZL https://api.fifa.com/api/v3/picture/flags-sq-2/,1197.47,1197.47,-,,
105,MauritaniaMTN https://api.fifa.com/api/v3/picture/flags-sq-2/,1195.25,1195.25,-,,
106,TajikistanTJK https://api.fifa.com/api/v3/picture/flags-sq-2/,1195.07,1195.07,-,,
107,LebanonLBN https://api.fifa.com/api/v3/picture/flags-sq-2/,1192.58,1192.58,-,,
108,GuatemalaGUA https://api.fifa.com/api/v3/picture/flags-sq-2/,1189.98,1189.98,-,,
109,MadagascarMAD https://api.fifa.com/api/v3/picture/flags-sq-2/,1187.63,1187.63,-,,
110,KenyaKEN https://api.fifa.com/api/v3/picture/flags-sq-2/,1181.92,1181.92,-,,
111,MozambiqueMOZ https://api.fifa.com/api/v3/picture/flags-sq-2/,1180.72,1180.72,-,,
112,CongoCGO https://api.fifa.com/api/v3/picture/flags-sq-2/,1179.8,1179.8,-,,
113,ThailandTHA https://api.fifa.com/api/v3/picture/flags-sq-2/,1176.75,1176.75,-,,
114,AzerbaijanAZE https://api.fifa.com/api/v3/picture/flags-sq-2/,1174.22,1174.22,-,,
115,NamibiaNAM https://api.fifa.com/api/v3/picture/flags-sq-2/,1168.38,1168.38,-,,
116,Korea DPRPRK https://api.fifa.com/api/v3/picture/flags-sq-2/,1168.12,1168.12,-,,
117,AngolaANG https://api.fifa.com/api/v3/picture/flags-sq-2/,1168.05,1168.05,-,,
118,TogoTOG https://api.fifa.com/api/v3/picture/flags-sq-2/,1165.74,1165.74,-,,
119,ComorosCOM https://api.fifa.com/api/v3/picture/flags-sq-2/,1156.45,1156.45,-,,
120,LibyaLBY https://api.fifa.com/api/v3/picture/flags-sq-2/,1155.23,1155.23,-,,
121,TanzaniaTAN https://api.fifa.com/api/v3/picture/flags-sq-2/,1155.19,1155.19,-,,
122,EstoniaEST https://api.fifa.com/api/v3/picture/flags-sq-2/,1149.7,1149.7,-,,
123,MalawiMWI https://api.fifa.com/api/v3/picture/flags-sq-2/,1149.4,1149.4,-,,
124,ZimbabweZIM https://api.fifa.com/api/v3/picture/flags-sq-2/,1144.56,1144.56,-,,
125,CyprusCYP https://api.fifa.com/api/v3/picture/flags-sq-2/,1143.42,1143.42,-,,
126,The GambiaGAM https://api.fifa.com/api/v3/picture/flags-sq-2/,1140.06,1140.06,-,,
127,Sierra LeoneSLE https://api.fifa.com/api/v3/picture/flags-sq-2/,1138.53,1138.53,-,,
128,SudanSDN https://api.fifa.com/api/v3/picture/flags-sq-2/,1128.74,1128.74,-,,
129,NigerNIG https://api.fifa.com/api/v3/picture/flags-sq-2/,1127.75,1127.75,-,,
130,MalaysiaMAS https://api.fifa.com/api/v3/picture/flags-sq-2/,1122.87,1122.87,-,,
131,Central African RepublicCTA https://api.fifa.com/api/v3/picture/flags-sq-2/,1121.34,1121.34,-,,
132,Solomon IslandsSOL https://api.fifa.com/api/v3/picture/flags-sq-2/,1113.57,1112.2,1.37,LW,
133,RwandaRWA https://api.fifa.com/api/v3/picture/flags-sq-2/,1107.04,1107.04,-,,
134,NicaraguaNCA https://api.fifa.com/api/v3/picture/flags-sq-2/,1104.26,1104.26,-,,
135,Faroe IslandsFRO https://api.fifa.com/api/v3/picture/flags-sq-2/,1102.1,1102.1,-,,
136,KuwaitKUW https://api.fifa.com/api/v3/picture/flags-sq-2/,1098.07,1098.07,-,,
137,LatviaLVA https://api.fifa.com/api/v3/picture/flags-sq-2/,1097.84,1097.84,-,,
138,LithuaniaLTU https://api.fifa.com/api/v3/picture/flags-sq-2/,1086.93,1086.93,-,,
139,BurundiBDI https://api.fifa.com/api/v3/picture/flags-sq-2/,1086.62,1086.62,-,,
140,PhilippinesPHI https://api.fifa.com/api/v3/picture/flags-sq-2/,1086.17,1086.17,-,,
141,TurkmenistanTKM https://api.fifa.com/api/v3/picture/flags-sq-2/,1078.25,1078.25,-,,
142,Antigua and BarbudaATG https://api.fifa.com/api/v3/picture/flags-sq-2/,1072.66,1072.66,-,,
143,SurinameSUR https://api.fifa.com/api/v3/picture/flags-sq-2/,1071.85,1071.85,-,,
144,EthiopiaETH https://api.fifa.com/api/v3/picture/flags-sq-2/,1068.79,1068.79,-,,
145,BotswanaBOT https://api.fifa.com/api/v3/picture/flags-sq-2/,1064.5,1064.5,-,,
146,IndonesiaIDN https://api.fifa.com/api/v3/picture/flags-sq-2/,1064.01,1064.01,-,,
147,St Kitts and NevisSKN https://api.fifa.com/api/v3/picture/flags-sq-2/,1057.05,1057.05,-,,
148,LesothoLES https://api.fifa.com/api/v3/picture/flags-sq-2/,1047.27,1047.27,-,,
149,EswatiniSWZ https://api.fifa.com/api/v3/picture/flags-sq-2/,1045.88,1045.88,-,,
150,"Hong Kong, ChinaHKG https://api.fifa.com/api/v3/picture/flags-sq-2/",1042.93,1042.93,-,,
151,Dominican RepublicDOM https://api.fifa.com/api/v3/picture/flags-sq-2/,1040.77,1040.77,-,,
152,YemenYEM https://api.fifa.com/api/v3/picture/flags-sq-2/,1027.94,1027.94,-,,
153,LiberiaLBR https://api.fifa.com/api/v3/picture/flags-sq-2/,1024.11,1024.11,-,,
154,Chinese TaipeiTPE https://api.fifa.com/api/v3/picture/flags-sq-2/,1023.93,1023.93,-,,
155,MoldovaMDA https://api.fifa.com/api/v3/picture/flags-sq-2/,1022.6,1022.6,-,,
156,SingaporeSGP https://api.fifa.com/api/v3/picture/flags-sq-2/,1020.5,1020.5,-,,
157,GuyanaGUY https://api.fifa.com/api/v3/picture/flags-sq-2/,1018.14,1018.14,-,,
158,AfghanistanAFG https://api.fifa.com/api/v3/picture/flags-sq-2/,1017.68,1017.68,-,,
159,New CaledoniaNCL https://api.fifa.com/api/v3/picture/flags-sq-2/,1008.92,1004.76,4.16,WW,
160,Puerto RicoPUR https://api.fifa.com/api/v3/picture/flags-sq-2/,1007.19,1007.19,-,,
161,MaldivesMDV https://api.fifa.com/api/v3/picture/flags-sq-2/,1003.48,1003.48,-,,
162,MyanmarMYA https://api.fifa.com/api/v3/picture/flags-sq-2/,1000.46,1000.46,-,,
163,TahitiTAH https://api.fifa.com/api/v3/picture/flags-sq-2/,999.48,994.97,4.51,WW,
164,AndorraAND https://api.fifa.com/api/v3/picture/flags-sq-2/,998.0,998.0,-,,
165,Papua New GuineaPNG https://api.fifa.com/api/v3/picture/flags-sq-2/,990.61,991.01,-0.4,LW,
166,South SudanSSD https://api.fifa.com/api/v3/picture/flags-sq-2/,989.29,989.29,-,,
167,St LuciaLCA https://api.fifa.com/api/v3/picture/flags-sq-2/,988.67,988.67,-,,
168,FijiFIJ https://api.fifa.com/api/v3/picture/flags-sq-2/,981.26,980.62,0.64,WL,
169,CubaCUB https://api.fifa.com/api/v3/picture/flags-sq-2/,980.65,980.65,-,,
170,VanuatuVAN https://api.fifa.com/api/v3/picture/flags-sq-2/,980.33,985.26,-4.93,LL,
171,BermudaBER https://api.fifa.com/api/v3/picture/flags-sq-2/,972.36,972.36,-,,
172,MaltaMLT https://api.fifa.com/api/v3/picture/flags-sq-2/,967.29,967.29,-,,
173,St Vincent and the GrenadinesVIN https://api.fifa.com/api/v3/picture/flags-sq-2/,953.47,953.47,-,,
174,GrenadaGRN https://api.fifa.com/api/v3/picture/flags-sq-2/,950.99,950.99,-,,
175,NepalNEP https://api.fifa.com/api/v3/picture/flags-sq-2/,948.05,948.05,-,,
176,MontserratMSR https://api.fifa.com/api/v3/picture/flags-sq-2/,946.08,946.08,-,,
177,MauritiusMRI https://api.fifa.com/api/v3/picture/flags-sq-2/,944.95,944.95,-,,
178,BarbadosBRB https://api.fifa.com/api/v3/picture/flags-sq-2/,943.8,943.8,-,,
179,CambodiaCAM https://api.fifa.com/api/v3/picture/flags-sq-2/,931.47,931.47,-,,
180,DominicaDMA https://api.fifa.com/api/v3/picture/flags-sq-2/,922.25,922.25,-,,
181,ChadCHA https://api.fifa.com/api/v3/picture/flags-sq-2/,920.37,920.37,-,,
182,BelizeBLZ https://api.fifa.com/api/v3/picture/flags-sq-2/,918.68,918.68,-,,
183,BangladeshBAN https://api.fifa.com/api/v3/picture/flags-sq-2/,916.75,916.75,-,,
184,BhutanBHU https://api.fifa.com/api/v3/picture/flags-sq-2/,913.02,913.02,-,,
185,Cook IslandsCOK https://api.fifa.com/api/v3/picture/flags-sq-2/,897.3,901.9,-4.6,LL,
186,SamoaSAM https://api.fifa.com/api/v3/picture/flags-sq-2/,896.78,896.28,0.5,WL,
187,MacauMAC https://api.fifa.com/api/v3/picture/flags-sq-2/,896.62,896.62,-,,
188,American SamoaASA https://api.fifa.com/api/v3/picture/flags-sq-2/,890.97,893.67,-2.7,L,
189,LaosLAO https://api.fifa.com/api/v3/picture/flags-sq-2/,889.62,889.62,-,,
190,MongoliaMNG https://api.fifa.com/api/v3/picture/flags-sq-2/,889.16,889.16,-,,
191,São Tomé and PríncipeSTP https://api.fifa.com/api/v3/picture/flags-sq-2/,888.94,888.94,-,,
192,DjiboutiDJI https://api.fifa.com/api/v3/picture/flags-sq-2/,881.18,881.18,-,,
193,ArubaARU https://api.fifa.com/api/v3/picture/flags-sq-2/,879.32,879.32,-,,
194,Brunei DarussalamBRU https://api.fifa.com/api/v3/picture/flags-sq-2/,870.63,870.63,-,,
195,PakistanPAK https://api.fifa.com/api/v3/picture/flags-sq-2/,856.54,856.54,-,,
196,TongaTGA https://api.fifa.com/api/v3/picture/flags-sq-2/,856.18,853.49,2.69,W,
197,Cayman IslandsCAY https://api.fifa.com/api/v3/picture/flags-sq-2/,851.19,851.19,-,,
198,SomaliaSOM https://api.fifa.com/api/v3/picture/flags-sq-2/,845.66,845.66,-,,
199,SeychellesSEY https://api.fifa.com/api/v3/picture/flags-sq-2/,845.53,845.53,-,,
200,Timor-LesteTLS https://api.fifa.com/api/v3/picture/flags-sq-2/,843.4,843.4,-,,
201,GibraltarGIB https://api.fifa.com/api/v3/picture/flags-sq-2/,840.8,840.8,-,,
202,BahamasBAH https://api.fifa.com/api/v3/picture/flags-sq-2/,835.81,835.81,-,,
203,LiechtensteinLIE https://api.fifa.com/api/v3/picture/flags-sq-2/,833.01,833.01,-,,
204,Sri LankaSRI https://api.fifa.com/api/v3/picture/flags-sq-2/,822.03,822.03,-,,
205,GuamGUM https://api.fifa.com/api/v3/picture/flags-sq-2/,821.91,821.91,-,,
206,Turks and Caicos IslandsTCA https://api.fifa.com/api/v3/picture/flags-sq-2/,818.57,818.57,-,,
